QualifiedName,Name,Complexity,Coupling,Size,Lack of Cohesion,CBO,RFC,SRFC,DIT,NOC,WMC,LOC,CMLOC,NOF,NOSF,NOM,NOSM,NORM,LCOM,LCAM,LTCC,ATFD,SI,#(C&I),#C,#I,LOC,AC,EC,Abs,Ins,ND,WMC,MCC,NBD,LOC,#Pa,#MC,#AF
org.junit.gen5.api.extension.ExtensionConfigurationException,ExtensionConfigurationException,medium-high,low,low,low,0,1,0,4,0,1,4,2,0,0,1,0,0,0,0,0,0,0,,,,4,,,,,,1,,,,,,
<Method>org.junit.gen5.api.extension.ExtensionConfigurationException.public ExtensionConfigurationException( String ): void,ExtensionConfigurationException( String ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
org.junit.gen5.api.extension.ExtensionContext,ExtensionContext,low,low,low,low,0,7,0,1,2,7,8,7,0,0,7,0,0,0,0.476,0,0,0,,,,8,,,,,,7,,,,,,
<Method>org.junit.gen5.api.extension.ExtensionContext.public abstract getAttribute( String ): Object,getAttribute( String ): Object,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0
<Method>org.junit.gen5.api.extension.ExtensionContext.public abstract getDisplayName( ): String,getDisplayName( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
<Method>org.junit.gen5.api.extension.ExtensionContext.public abstract getElement( ): AnnotatedElement,getElement( ): AnnotatedElement,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
<Method>org.junit.gen5.api.extension.ExtensionContext.public abstract getParent( ): Optional,getParent( ): Optional,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
<Method>org.junit.gen5.api.extension.ExtensionContext.public abstract getTestClass( ): Class,getTestClass( ): Class,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
"<Method>org.junit.gen5.api.extension.ExtensionContext.public abstract putAttribute( String, Object ): void","putAttribute( String, Object ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0
<Method>org.junit.gen5.api.extension.ExtensionContext.public abstract removeAttribute( String ): Object,removeAttribute( String ): Object,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0
org.junit.gen5.api.extension.ExtensionPoint,ExtensionPoint,low,low,low,low,0,0,0,1,8,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,6,,,,,,0,,,,,,
org.junit.gen5.api.extension.ExtensionPoint.Position,Position,low,low,low,low,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,,,,,,0,,,,,,
org.junit.gen5.api.extension.ExtensionRegistrar,ExtensionRegistrar,low,low,low,low,1,1,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,,,,2,,,,,,1,,,,,,
<Method>org.junit.gen5.api.extension.ExtensionRegistrar.public abstract registerExtensions( ExtensionRegistry ): void,registerExtensions( ExtensionRegistry ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0
org.junit.gen5.api.extension.ExtensionRegistry,ExtensionRegistry,low,low,low,low,1,2,1,1,0,2,4,2,0,0,2,0,0,0,0.125,0,0,0,,,,4,,,,,,2,,,,,,
"<Method>org.junit.gen5.api.extension.ExtensionRegistry.public register( E, Class ): void","register( E, Class ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,0
"<Method>org.junit.gen5.api.extension.ExtensionRegistry.public abstract register( E, Class, Position ): void","register( E, Class, Position ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,0,0
org.junit.gen5.api.extension.Extensions,Extensions,low,low,low,low,1,1,0,1,0,1,6,1,0,0,1,0,0,0,0,0,0,0,,,,6,,,,,,1,,,,,,
<Method>org.junit.gen5.api.extension.Extensions.public abstract value( ): ExtendWith,value( ): ExtendWith,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
org.junit.gen5.api.extension.InstancePostProcessor,InstancePostProcessor,low,low,low,low,1,1,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,,,,2,,,,,,1,,,,,,
<Method>org.junit.gen5.api.extension.InstancePostProcessor.public abstract postProcessTestInstance( TestExtensionContext ): void,postProcessTestInstance( TestExtensionContext ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0
org.junit.gen5.api.extension.MethodContext,MethodContext,low,low,low,low,0,2,0,1,1,2,3,2,0,0,2,0,0,0,0,0,0,0,,,,3,,,,,,2,,,,,,
<Method>org.junit.gen5.api.extension.MethodContext.public abstract getInstance( ): Object,getInstance( ): Object,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
<Method>org.junit.gen5.api.extension.MethodContext.public abstract getMethod( ): Method,getMethod( ): Method,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
org.junit.gen5.api.extension.MethodParameterResolver,MethodParameterResolver,low,low,low,low,3,16,2,1,1,2,5,2,0,0,2,0,0,0,0,0,0,0,,,,5,,,,,,2,,,,,,
"<Method>org.junit.gen5.api.extension.MethodParameterResolver.public resolve( Parameter, MethodContext, ExtensionContext ): Object","resolve( Parameter, MethodContext, ExtensionContext ): Object",low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,2,0
"<Method>org.junit.gen5.api.extension.MethodParameterResolver.public abstract supports( Parameter, MethodContext, ExtensionContext ): boolean","supports( Parameter, MethodContext, ExtensionContext ): boolean",low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,0,0
org.junit.gen5.api.extension.ParameterResolutionException,ParameterResolutionException,medium-high,low,low,low,0,2,0,4,0,2,6,4,0,1,2,0,0,0,0.167,0,0,0,,,,6,,,,,,2,,,,,,
<Method>org.junit.gen5.api.extension.ParameterResolutionException.public ParameterResolutionException( String ): void,ParameterResolutionException( String ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
"<Method>org.junit.gen5.api.extension.ParameterResolutionException.public ParameterResolutionException( String, Throwable ): void","ParameterResolutionException( String, Throwable ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
<Field>org.junit.gen5.api.extension.ParameterResolutionException->serialVersionUID,static final serialVersionUID : long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Package>org.junit.gen5.commons.util,org.junit.gen5.commons.util,low,low,low-medium,low,,,,,,166,478,,,,,,,,,,,,10,10,0,478,25,0,0,0,1,166,,,,,,
org.junit.gen5.commons.util.AnnotationUtils,AnnotationUtils,low-medium,low,low-medium,low,3,49,31,1,0,34,102,83,0,1,1,9,0,0,0.586,1,0,0,,,,102,,,,,,34,,,,,,
org.junit.gen5.commons.util.AnnotationUtils.AnnotationCacheKey,AnnotationCacheKey,low,low,low,low,0,5,2,1,0,4,17,13,2,1,3,0,0,0.5,0.5,0,0,0,,,,17,,,,,,4,,,,,,
<Method>org.junit.gen5.commons.util.AnnotationUtils.private AnnotationUtils( ): void,AnnotationUtils( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
"<Method>org.junit.gen5.commons.util.AnnotationUtils.public static findAnnotatedMethods( Class, Class, MethodSortOrder ): List","static findAnnotatedMethods( Class, Class, MethodSortOrder ): List",low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,3,3,0
"<Method>org.junit.gen5.commons.util.AnnotationUtils.public static findAnnotation( AnnotatedElement, Class ): Optional","static findAnnotation( AnnotatedElement, Class ): Optional",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.gen5.commons.util.AnnotationUtils.private static findAnnotation( AnnotatedElement, Class, Set ): Optional","static findAnnotation( AnnotatedElement, Class, Set ): Optional",low-medium,low,low-medium,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4,33,3,27,5
"<Method>org.junit.gen5.commons.util.AnnotationUtils.public static findAnnotation( Optional, Class ): Optional","static findAnnotation( Optional, Class ): Optional",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,5,2,4,0
"<Method>org.junit.gen5.commons.util.AnnotationUtils.public static findRepeatableAnnotations( AnnotatedElement, Class ): List","static findRepeatableAnnotations( AnnotatedElement, Class ): List",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,0
"<Method>org.junit.gen5.commons.util.AnnotationUtils.private static findRepeatableAnnotations( AnnotatedElement, Class, Set ): List","static findRepeatableAnnotations( AnnotatedElement, Class, Set ): List",low-medium,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,26,3,27,0
"<Method>org.junit.gen5.commons.util.AnnotationUtils.public static isAnnotated( AnnotatedElement, Class ): boolean","static isAnnotated( AnnotatedElement, Class ): boolean",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,0
"<Method>org.junit.gen5.commons.util.AnnotationUtils.public static isAnnotated( Optional, Class ): boolean","static isAnnotated( Optional, Class ): boolean",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,2,0
<Method>org.junit.gen5.commons.util.AnnotationUtils.public static isInJavaLangAnnotationPackage( Annotation ): boolean,static isInJavaLangAnnotationPackage( Annotation ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,4,0
<Field>org.junit.gen5.commons.util.AnnotationUtils->annotationCache,static final annotationCache : Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.junit.gen5.commons.util.ClasspathScanner,ClasspathScanner,low-medium,low,low-medium,low,1,41,34,1,0,21,78,73,2,2,11,1,0,0.708,0.583,0,0,0,,,,78,,,,,,21,,,,,,
"<Method>org.junit.gen5.commons.util.ClasspathScanner. ClasspathScanner( Supplier, BiFunction ): void"," ClasspathScanner( Supplier, BiFunction ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,2,0,2
<Method>org.junit.gen5.commons.util.ClasspathScanner. isPackage( String ): boolean, isPackage( String ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,7,1,4,1
"<Method>org.junit.gen5.commons.util.ClasspathScanner. scanForClassesInClasspathRoot( File, Predicate ): List"," scanForClassesInClasspathRoot( File, Predicate ): List",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,2,6,0
"<Method>org.junit.gen5.commons.util.ClasspathScanner. scanForClassesInPackage( String, Predicate ): List"," scanForClassesInPackage( String, Predicate ): List",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,2,4,1
"<Method>org.junit.gen5.commons.util.ClasspathScanner.private allClassesInSourceDirs( List, String, Predicate ): List","allClassesInSourceDirs( List, String, Predicate ): List",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6,3,2,0
<Method>org.junit.gen5.commons.util.ClasspathScanner.private allSourceDirsForPackage( String ): List,allSourceDirsForPackage( String ): List,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,14,1,9,2
"<Method>org.junit.gen5.commons.util.ClasspathScanner.private appendPackageName( String, String ): String","appendPackageName( String, String ): String",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,2,1,0
"<Method>org.junit.gen5.commons.util.ClasspathScanner.private collectClassesRecursively( File, String, List, Predicate ): void","collectClassesRecursively( File, String, List, Predicate ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,14,4,11,2
"<Method>org.junit.gen5.commons.util.ClasspathScanner.private findClassesInSourceDirRecursively( File, String, Predicate ): List","findClassesInSourceDirRecursively( File, String, Predicate ): List",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,3,1,0
"<Method>org.junit.gen5.commons.util.ClasspathScanner.private loadClassForClassFile( File, String ): Optional","loadClassForClassFile( File, String ): Optional",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,2,7,3
<Method>org.junit.gen5.commons.util.ClasspathScanner.private packagePath( String ): String,packagePath( String ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,0
<Method>org.junit.gen5.commons.util.ClasspathScanner.private static isClassFile( File ): boolean,static isClassFile( File ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,3,1
<Field>org.junit.gen5.commons.util.ClasspathScanner->classLoaderSupplier,final classLoaderSupplier : Supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.junit.gen5.commons.util.ClasspathScanner->loadClass,final loadClass : BiFunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.junit.gen5.commons.util.ClasspathScanner->CLASS_FILE_SUFFIX,static final CLASS_FILE_SUFFIX : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.junit.gen5.commons.util.ClasspathScanner->LOG,static final LOG : Logger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.junit.gen5.commons.util.ObjectUtils,ObjectUtils,low,low,low,low,0,6,4,1,0,4,6,5,0,0,1,1,0,0,0.25,0,0,0,,,,6,,,,,,4,,,,,,
<Method>org.junit.gen5.commons.util.ObjectUtils.private ObjectUtils( ): void,ObjectUtils( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
<Method>org.junit.gen5.commons.util.ObjectUtils.public static nullSafeToString( Class ): String,static nullSafeToString( Class ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,1,4,0
org.junit.gen5.commons.util.Preconditions,Preconditions,low,low,low,low,1,19,6,1,0,12,22,21,0,0,1,9,0,0,0.567,0,0,0,,,,22,,,,,,12,,,,,,
<Method>org.junit.gen5.commons.util.Preconditions.private Preconditions( ): void,Preconditions( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
"<Method>org.junit.gen5.commons.util.Preconditions.public static condition( boolean, String ): void","static condition( boolean, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,0,0
"<Method>org.junit.gen5.commons.util.Preconditions.public static condition( boolean, Supplier ): void","static condition( boolean, Supplier ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,1,0
"<Method>org.junit.gen5.commons.util.Preconditions.public static notBlank( String, String ): void","static notBlank( String, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,0
"<Method>org.junit.gen5.commons.util.Preconditions.public static notBlank( String, Supplier ): void","static notBlank( String, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,0
"<Method>org.junit.gen5.commons.util.Preconditions.public static notEmpty( Collection, String ): void","static notEmpty( Collection, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,0
"<Method>org.junit.gen5.commons.util.Preconditions.public static notEmpty( String, String ): void","static notEmpty( String, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,0
"<Method>org.junit.gen5.commons.util.Preconditions.public static notEmpty( String, Supplier ): void","static notEmpty( String, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,0
"<Method>org.junit.gen5.commons.util.Preconditions.public static notNull( Object, String ): void","static notNull( Object, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.gen5.commons.util.Preconditions.public static notNull( Object, Supplier ): void","static notNull( Object, Supplier ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
org.junit.gen5.commons.util.ReflectionUtils,ReflectionUtils,medium-high,low,low-medium,high,2,129,78,1,0,66,213,203,0,0,1,33,0,0,0.812,0,0,0,,,,213,,,,,,66,,,,,,
org.junit.gen5.commons.util.ReflectionUtils.MethodSortOrder,MethodSortOrder,low,low,low,low,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,,,,2,,,,,,0,,,,,,
org.junit.gen5.commons.util.ReflectionUtils.TargetExceptionWrapper,TargetExceptionWrapper,low,low,low,low,0,2,0,4,0,2,7,4,1,1,2,0,0,1,0.25,0,0,0,,,,7,,,,,,2,,,,,,
<Method>org.junit.gen5.commons.util.ReflectionUtils.private ReflectionUtils( ): void,ReflectionUtils( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
"<Method>org.junit.gen5.commons.util.ReflectionUtils.public static findAllClassesInClasspathRoot( File, Predicate ): List","static findAllClassesInClasspathRoot( File, Predicate ): List",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,0
"<Method>org.junit.gen5.commons.util.ReflectionUtils.public static findAllClassesInPackage( String, Predicate ): List","static findAllClassesInPackage( String, Predicate ): List",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,0
"<Method>org.junit.gen5.commons.util.ReflectionUtils.public static findAllMethodsInHierarchy( Class, MethodSortOrder ): List","static findAllMethodsInHierarchy( Class, MethodSortOrder ): List",low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,19,2,19,0
"<Method>org.junit.gen5.commons.util.ReflectionUtils.public static findMethod( Class, String, Class ): Optional","static findMethod( Class, String, Class ): Optional",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,3,5,0
"<Method>org.junit.gen5.commons.util.ReflectionUtils.public static findMethods( Class, Predicate ): List","static findMethods( Class, Predicate ): List",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.gen5.commons.util.ReflectionUtils.public static findMethods( Class, Predicate, MethodSortOrder ): List","static findMethods( Class, Predicate, MethodSortOrder ): List",low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,3,8,0
"<Method>org.junit.gen5.commons.util.ReflectionUtils.public static findNestedClasses( Class, Predicate ): List","static findNestedClasses( Class, Predicate ): List",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,2,7,0
<Method>org.junit.gen5.commons.util.ReflectionUtils.public static getAllClasspathRootDirectories( ): Set,static getAllClasspathRootDirectories( ): Set,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,0,8,0
<Method>org.junit.gen5.commons.util.ReflectionUtils.public static getDefaultClassLoader( ): ClassLoader,static getDefaultClassLoader( ): ClassLoader,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,0,3,0
"<Method>org.junit.gen5.commons.util.ReflectionUtils.private static getInterfaceMethods( Class, MethodSortOrder ): List","static getInterfaceMethods( Class, MethodSortOrder ): List",low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,16,2,16,0
<Method>org.junit.gen5.commons.util.ReflectionUtils.public static getOuterInstance( Object ): Optional,static getOuterInstance( Object ): Optional,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,9,1,6,0
"<Method>org.junit.gen5.commons.util.ReflectionUtils.public static getOuterInstance( Object, Class ): Optional","static getOuterInstance( Object, Class ): Optional",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,8,2,7,0
"<Method>org.junit.gen5.commons.util.ReflectionUtils.private static getSuperclassMethods( Class, MethodSortOrder ): List","static getSuperclassMethods( Class, MethodSortOrder ): List",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,2,4,0
<Method>org.junit.gen5.commons.util.ReflectionUtils.private static handleException( Throwable ): void,static handleException( Throwable ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,16,1,2,0
"<Method>org.junit.gen5.commons.util.ReflectionUtils.public static invokeMethod( Method, Object, Object ): Object","static invokeMethod( Method, Object, Object ): Object",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,10,3,7,0
<Method>org.junit.gen5.commons.util.ReflectionUtils.public static isAbstract( Class ): boolean,static isAbstract( Class ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,0
<Method>org.junit.gen5.commons.util.ReflectionUtils.public static isAbstract( Member ): boolean,static isAbstract( Member ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,0
"<Method>org.junit.gen5.commons.util.ReflectionUtils.private static isMethodShadowedBy( Method, Method ): boolean","static isMethodShadowedBy( Method, Method ): boolean",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,11,2,6,0
"<Method>org.junit.gen5.commons.util.ReflectionUtils.private static isMethodShadowedByLocalMethods( Method, List ): boolean","static isMethodShadowedByLocalMethods( Method, List ): boolean",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,0
<Method>org.junit.gen5.commons.util.ReflectionUtils.public static isPackage( String ): boolean,static isPackage( String ): boolean,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,0
<Method>org.junit.gen5.commons.util.ReflectionUtils.public static isPrivate( Class ): boolean,static isPrivate( Class ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,0
<Method>org.junit.gen5.commons.util.ReflectionUtils.public static isPrivate( Member ): boolean,static isPrivate( Member ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,0
<Method>org.junit.gen5.commons.util.ReflectionUtils.public static isPublic( Class ): boolean,static isPublic( Class ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,0
<Method>org.junit.gen5.commons.util.ReflectionUtils.public static isPublic( Member ): boolean,static isPublic( Member ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,0
<Method>org.junit.gen5.commons.util.ReflectionUtils.public static isStatic( Class ): boolean,static isStatic( Class ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,0
<Method>org.junit.gen5.commons.util.ReflectionUtils.public static isStatic( Member ): boolean,static isStatic( Member ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,0
<Method>org.junit.gen5.commons.util.ReflectionUtils.public static loadClass( String ): Optional,static loadClass( String ): Optional,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,0
"<Method>org.junit.gen5.commons.util.ReflectionUtils.public static loadClass( String, Class ): Optional","static loadClass( String, Class ): Optional",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,0
"<Method>org.junit.gen5.commons.util.ReflectionUtils.public static loadClass( String, Class, ClassLoader ): Optional","static loadClass( String, Class, ClassLoader ): Optional",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,14,3,9,0
"<Method>org.junit.gen5.commons.util.ReflectionUtils.public static loadClass( String, ClassLoader ): Optional","static loadClass( String, ClassLoader ): Optional",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,7,2,6,0
<Method>org.junit.gen5.commons.util.ReflectionUtils.public static loadMethod( String ): Optional,static loadMethod( String ): Optional,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,13,1,11,0
<Method>org.junit.gen5.commons.util.ReflectionUtils.private static makeAccessible( AccessibleObject ): void,static makeAccessible( AccessibleObject ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,1,2,0
"<Method>org.junit.gen5.commons.util.ReflectionUtils.public static newInstance( Class, Object ): T","static newInstance( Class, Object ): T",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,10,2,8,0
org.junit.gen5.commons.util.StringUtils,StringUtils,low,low,low,low,0,8,5,1,0,5,10,9,0,0,1,4,0,0,0.4,0,0,0,,,,10,,,,,,5,,,,,,
<Method>org.junit.gen5.commons.util.StringUtils.private StringUtils( ): void,StringUtils( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
<Method>org.junit.gen5.commons.util.StringUtils.public static isBlank( String ): boolean,static isBlank( String ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,0
<Method>org.junit.gen5.commons.util.StringUtils.public static isEmpty( CharSequence ): boolean,static isEmpty( CharSequence ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,0
<Method>org.junit.gen5.commons.util.StringUtils.public static isNotBlank( String ): boolean,static isNotBlank( String ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,0
<Method>org.junit.gen5.commons.util.StringUtils.public static isNotEmpty( CharSequence ): boolean,static isNotEmpty( CharSequence ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,0
org.junit.gen5.commons.util.ToStringBuilder,ToStringBuilder,low,low,low,low,1,34,25,1,0,18,47,44,2,0,6,0,0,0.5,0.5,0.333,0,0,,,,47,,,,,,18,,,,,,
<Method>org.junit.gen5.commons.util.ToStringBuilder.public ToStringBuilder( Class ): void,ToStringBuilder( Class ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,1
<Method>org.junit.gen5.commons.util.ToStringBuilder.public ToStringBuilder( Object ): void,ToStringBuilder( Object ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,2,1
"<Method>org.junit.gen5.commons.util.ToStringBuilder.public append( String, Object ): ToStringBuilder","append( String, Object ): ToStringBuilder",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,2,3,1
<Method>org.junit.gen5.commons.util.ToStringBuilder.private arrayToString( Object ): String,arrayToString( Object ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,19,1,12,0
<Method>org.junit.gen5.commons.util.ToStringBuilder.public toString( ): String,toString( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,0,9,2
<Method>org.junit.gen5.commons.util.ToStringBuilder.private toString( Object ): String,toString( Object ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,8,1,4,0
<Field>org.junit.gen5.commons.util.ToStringBuilder->type,final type : Class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
