QualifiedName,Name,Complexity,Coupling,Size,Lack of Cohesion,CBO,RFC,SRFC,DIT,NOC,WMC,LOC,CMLOC,NOF,NOSF,NOM,NOSM,NORM,LCOM,LCAM,LTCC,ATFD,SI,#(C&I),#C,#I,LOC,AC,EC,Abs,Ins,ND,WMC,MCC,NBD,LOC,#Pa,#MC,#AF
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( char, char, Supplier ): void","static assertArrayEquals( char, char, Supplier ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( double, double ): void","static assertArrayEquals( double, double ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.private static assertArrayEquals( double, double, Deque, Supplier ): void","static assertArrayEquals( double, double, Deque, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,9,4,5,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( double, double, String ): void","static assertArrayEquals( double, double, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( double, double, Supplier ): void","static assertArrayEquals( double, double, Supplier ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( double, double, double ): void","static assertArrayEquals( double, double, double ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.private static assertArrayEquals( double, double, double, Deque, Supplier ): void","static assertArrayEquals( double, double, double, Deque, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,10,5,6,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( double, double, double, String ): void","static assertArrayEquals( double, double, double, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,4,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( double, double, double, Supplier ): void","static assertArrayEquals( double, double, double, Supplier ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,4,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( float, float ): void","static assertArrayEquals( float, float ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.private static assertArrayEquals( float, float, Deque, Supplier ): void","static assertArrayEquals( float, float, Deque, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,9,4,5,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( float, float, String ): void","static assertArrayEquals( float, float, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( float, float, Supplier ): void","static assertArrayEquals( float, float, Supplier ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( float, float, float ): void","static assertArrayEquals( float, float, float ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.private static assertArrayEquals( float, float, float, Deque, Supplier ): void","static assertArrayEquals( float, float, float, Deque, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,10,5,6,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( float, float, float, String ): void","static assertArrayEquals( float, float, float, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,4,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( float, float, float, Supplier ): void","static assertArrayEquals( float, float, float, Supplier ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,4,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( int, int ): void","static assertArrayEquals( int, int ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.private static assertArrayEquals( int, int, Deque, Supplier ): void","static assertArrayEquals( int, int, Deque, Supplier ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,9,4,4,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( int, int, String ): void","static assertArrayEquals( int, int, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( int, int, Supplier ): void","static assertArrayEquals( int, int, Supplier ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( long, long ): void","static assertArrayEquals( long, long ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.private static assertArrayEquals( long, long, Deque, Supplier ): void","static assertArrayEquals( long, long, Deque, Supplier ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,9,4,4,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( long, long, String ): void","static assertArrayEquals( long, long, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( long, long, Supplier ): void","static assertArrayEquals( long, long, Supplier ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( short, short ): void","static assertArrayEquals( short, short ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.private static assertArrayEquals( short, short, Deque, Supplier ): void","static assertArrayEquals( short, short, Deque, Supplier ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,9,4,4,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( short, short, String ): void","static assertArrayEquals( short, short, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( short, short, Supplier ): void","static assertArrayEquals( short, short, Supplier ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.private static assertArraysHaveSameLength( int, int, Deque, Supplier ): void","static assertArraysHaveSameLength( int, int, Deque, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,7,4,4,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.private static assertArraysNotNull( Object, Object, Deque, Supplier ): void","static assertArraysNotNull( Object, Object, Deque, Supplier ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,6,4,2,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.private static failActualArrayIsNull( Deque, Supplier ): void","static failActualArrayIsNull( Deque, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,4,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.private static failArraysNotEqual( Object, Object, Deque, Supplier ): void","static failArraysNotEqual( Object, Object, Deque, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,4,5,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.private static failExpectedArrayIsNull( Deque, Supplier ): void","static failExpectedArrayIsNull( Deque, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,4,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.private static nullSafeIndexes( Deque, int ): Deque","static nullSafeIndexes( Deque, int ): Deque",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,2,1,0
org.junit.jupiter.api.AssertEquals,AssertEquals,low-medium,low,low-medium,medium-high,1,73,19,1,0,41,73,72,0,0,0,31,0,0,0.757,0,0,0,,,,73,,,,,,41,,,,,,
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( Object, Object ): void","static assertEquals( Object, Object ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( Object, Object, String ): void","static assertEquals( Object, Object, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( Object, Object, Supplier ): void","static assertEquals( Object, Object, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,3,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( byte, byte ): void","static assertEquals( byte, byte ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( byte, byte, String ): void","static assertEquals( byte, byte, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( byte, byte, Supplier ): void","static assertEquals( byte, byte, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,2,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( char, char ): void","static assertEquals( char, char ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( char, char, String ): void","static assertEquals( char, char, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( char, char, Supplier ): void","static assertEquals( char, char, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,2,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( double, double ): void","static assertEquals( double, double ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( double, double, String ): void","static assertEquals( double, double, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( double, double, Supplier ): void","static assertEquals( double, double, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,3,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( double, double, double ): void","static assertEquals( double, double, double ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( double, double, double, String ): void","static assertEquals( double, double, double, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,4,1,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( double, double, double, Supplier ): void","static assertEquals( double, double, double, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,4,3,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( float, float ): void","static assertEquals( float, float ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( float, float, String ): void","static assertEquals( float, float, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( float, float, Supplier ): void","static assertEquals( float, float, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,3,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( float, float, float ): void","static assertEquals( float, float, float ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( float, float, float, String ): void","static assertEquals( float, float, float, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,4,1,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( float, float, float, Supplier ): void","static assertEquals( float, float, float, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,4,3,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( int, int ): void","static assertEquals( int, int ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( int, int, String ): void","static assertEquals( int, int, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( int, int, Supplier ): void","static assertEquals( int, int, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,2,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( long, long ): void","static assertEquals( long, long ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( long, long, String ): void","static assertEquals( long, long, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( long, long, Supplier ): void","static assertEquals( long, long, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,2,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( short, short ): void","static assertEquals( short, short ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( short, short, String ): void","static assertEquals( short, short, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( short, short, Supplier ): void","static assertEquals( short, short, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,2,0
"<Method>org.junit.jupiter.api.AssertEquals.private static failNotEqual( Object, Object, String ): void","static failNotEqual( Object, Object, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,2,0
org.junit.jupiter.api.AssertFalse,AssertFalse,low,low,low,low,1,10,3,1,0,7,14,13,0,0,0,6,0,0,0.467,0,0,0,,,,14,,,,,,7,,,,,,
<Method>org.junit.jupiter.api.AssertFalse.static assertFalse( BooleanSupplier ): void,static assertFalse( BooleanSupplier ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,0
"<Method>org.junit.jupiter.api.AssertFalse.static assertFalse( BooleanSupplier, String ): void","static assertFalse( BooleanSupplier, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.AssertFalse.static assertFalse( BooleanSupplier, Supplier ): void","static assertFalse( BooleanSupplier, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,2,0
<Method>org.junit.jupiter.api.AssertFalse.static assertFalse( boolean ): void,static assertFalse( boolean ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,0
"<Method>org.junit.jupiter.api.AssertFalse.static assertFalse( boolean, String ): void","static assertFalse( boolean, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.AssertFalse.static assertFalse( boolean, Supplier ): void","static assertFalse( boolean, Supplier ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
org.junit.jupiter.api.AssertIterableEquals,AssertIterableEquals,low-medium,low,low-medium,low,1,47,21,1,0,21,58,57,0,0,0,10,0,0,0.562,0,0,0,,,,58,,,,,,21,,,,,,
"<Method>org.junit.jupiter.api.AssertIterableEquals.private static assertIterableElementsEqual( Object, Object, Deque, Supplier ): void","static assertIterableElementsEqual( Object, Object, Deque, Supplier ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,7,4,4,0
"<Method>org.junit.jupiter.api.AssertIterableEquals.static assertIterableEquals( Iterable, Iterable ): void","static assertIterableEquals( Iterable, Iterable ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.AssertIterableEquals.private static assertIterableEquals( Iterable, Iterable, Deque, Supplier ): void","static assertIterableEquals( Iterable, Iterable, Deque, Supplier ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,18,4,11,0
"<Method>org.junit.jupiter.api.AssertIterableEquals.static assertIterableEquals( Iterable, Iterable, String ): void","static assertIterableEquals( Iterable, Iterable, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertIterableEquals.static assertIterableEquals( Iterable, Iterable, Supplier ): void","static assertIterableEquals( Iterable, Iterable, Supplier ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertIterableEquals.private static assertIterablesNotNull( Object, Object, Deque, Supplier ): void","static assertIterablesNotNull( Object, Object, Deque, Supplier ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,6,4,2,0
"<Method>org.junit.jupiter.api.AssertIterableEquals.private static assertIteratorsAreEmpty( Iterator, Iterator, int, Deque, Supplier ): void","static assertIteratorsAreEmpty( Iterator, Iterator, int, Deque, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,11,5,10,0
"<Method>org.junit.jupiter.api.AssertIterableEquals.private static failActualIterableIsNull( Deque, Supplier ): void","static failActualIterableIsNull( Deque, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,4,0
"<Method>org.junit.jupiter.api.AssertIterableEquals.private static failExpectedIterableIsNull( Deque, Supplier ): void","static failExpectedIterableIsNull( Deque, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,4,0
"<Method>org.junit.jupiter.api.AssertIterableEquals.private static failIterablesNotEqual( Object, Object, Deque, Supplier ): void","static failIterablesNotEqual( Object, Object, Deque, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,4,5,0
org.junit.jupiter.api.AssertNotEquals,AssertNotEquals,low,low,low,low,1,15,6,1,0,5,10,9,0,0,0,4,0,0,0.312,0,0,0,,,,10,,,,,,5,,,,,,
"<Method>org.junit.jupiter.api.AssertNotEquals.static assertNotEquals( Object, Object ): void","static assertNotEquals( Object, Object ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.AssertNotEquals.static assertNotEquals( Object, Object, String ): void","static assertNotEquals( Object, Object, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertNotEquals.static assertNotEquals( Object, Object, Supplier ): void","static assertNotEquals( Object, Object, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,3,0
"<Method>org.junit.jupiter.api.AssertNotEquals.private static failEqual( Object, String ): void","static failEqual( Object, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,0
org.junit.jupiter.api.AssertNotNull,AssertNotNull,low,low,low,low,2,14,5,1,0,5,10,9,0,0,0,4,0,0,0.375,0,0,0,,,,10,,,,,,5,,,,,,
<Method>org.junit.jupiter.api.AssertNotNull.static assertNotNull( Object ): void,static assertNotNull( Object ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,0
"<Method>org.junit.jupiter.api.AssertNotNull.static assertNotNull( Object, String ): void","static assertNotNull( Object, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
