QualifiedName,Name,Complexity,Coupling,Size,Lack of Cohesion,CBO,RFC,SRFC,DIT,NOC,WMC,LOC,CMLOC,NOF,NOSF,NOM,NOSM,NORM,LCOM,LCAM,LTCC,ATFD,SI,#(C&I),#C,#I,LOC,AC,EC,Abs,Ins,ND,WMC,MCC,NBD,LOC,#Pa,#MC,#AF
<Method>org.junit.jupiter.engine.descriptor.JupiterTestDescriptor.public isLeaf( ): boolean,isLeaf( ): boolean,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,1,0
"<Method>org.junit.jupiter.engine.descriptor.JupiterTestDescriptor.protected populateNewExtensionRegistryFromExtendWith( AnnotatedElement, ExtensionRegistry ): ExtensionRegistry","populateNewExtensionRegistryFromExtendWith( AnnotatedElement, ExtensionRegistry ): ExtensionRegistry",low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,2,7,0
"<Method>org.junit.jupiter.engine.descriptor.JupiterTestDescriptor.protected static determineDisplayName( E, Function ): String","static determineDisplayName( E, Function ): String",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,2,4,0
<Method>org.junit.jupiter.engine.descriptor.JupiterTestDescriptor.protected static getTags( AnnotatedElement ): Set,static getTags( AnnotatedElement ): Set,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,1,7,0
org.junit.jupiter.engine.descriptor.LifecycleMethodUtils,LifecycleMethodUtils,low,low,low,low,4,34,6,1,0,9,26,25,0,0,1,6,0,0,0.286,0,0,0,,,,26,,,,,,9,,,,,,
<Method>org.junit.jupiter.engine.descriptor.LifecycleMethodUtils.private LifecycleMethodUtils( ): void,LifecycleMethodUtils( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
"<Method>org.junit.jupiter.engine.descriptor.LifecycleMethodUtils.private static assertNonStatic( Class, Method ): void","static assertNonStatic( Class, Method ): void",low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,2,4,0
"<Method>org.junit.jupiter.engine.descriptor.LifecycleMethodUtils.private static assertStatic( Class, Method ): void","static assertStatic( Class, Method ): void",low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,2,4,0
<Method>org.junit.jupiter.engine.descriptor.LifecycleMethodUtils.static findAfterAllMethods( Class ): List,static findAfterAllMethods( Class ): List,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,2,0
<Method>org.junit.jupiter.engine.descriptor.LifecycleMethodUtils.static findAfterEachMethods( Class ): List,static findAfterEachMethods( Class ): List,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,2,0
<Method>org.junit.jupiter.engine.descriptor.LifecycleMethodUtils.static findBeforeAllMethods( Class ): List,static findBeforeAllMethods( Class ): List,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,2,0
<Method>org.junit.jupiter.engine.descriptor.LifecycleMethodUtils.static findBeforeEachMethods( Class ): List,static findBeforeEachMethods( Class ): List,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,2,0
org.junit.jupiter.engine.descriptor.MethodBasedTestExtensionContext,MethodBasedTestExtensionContext,low-medium,low,low,medium-high,5,24,9,2,0,8,31,26,2,0,8,0,0,0.5,0.729,0.929,3,0,,,,31,,,,,,8,,,,,,
"<Method>org.junit.jupiter.engine.descriptor.MethodBasedTestExtensionContext.public MethodBasedTestExtensionContext( ExtensionContext, EngineExecutionListener, MethodTestDescriptor, Object, ThrowableCollector ): void","MethodBasedTestExtensionContext( ExtensionContext, EngineExecutionListener, MethodTestDescriptor, Object, ThrowableCollector ): void",low,low-medium,low,low,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,5,0,2
<Method>org.junit.jupiter.engine.descriptor.MethodBasedTestExtensionContext.public getDisplayName( ): String,getDisplayName( ): String,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,2,0
<Method>org.junit.jupiter.engine.descriptor.MethodBasedTestExtensionContext.public getElement( ): Optional,getElement( ): Optional,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,3,0
<Method>org.junit.jupiter.engine.descriptor.MethodBasedTestExtensionContext.public getTestClass( ): Optional,getTestClass( ): Optional,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,3,0
<Method>org.junit.jupiter.engine.descriptor.MethodBasedTestExtensionContext.public getTestException( ): Optional,getTestException( ): Optional,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,2,1
<Method>org.junit.jupiter.engine.descriptor.MethodBasedTestExtensionContext.public getTestInstance( ): Object,getTestInstance( ): Object,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,1
<Method>org.junit.jupiter.engine.descriptor.MethodBasedTestExtensionContext.public getTestMethod( ): Optional,getTestMethod( ): Optional,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,3,0
<Method>org.junit.jupiter.engine.descriptor.MethodBasedTestExtensionContext.public getUniqueId( ): String,getUniqueId( ): String,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,3,0
<Field>org.junit.jupiter.engine.descriptor.MethodBasedTestExtensionContext->testInstance,final testInstance : Object,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.junit.jupiter.engine.descriptor.MethodBasedTestExtensionContext->throwableCollector,final throwableCollector : ThrowableCollector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.junit.jupiter.engine.descriptor.MethodTestDescriptor,MethodTestDescriptor,medium-high,medium-high,low-medium,medium-high,18,142,48,3,0,30,131,125,2,2,20,1,4,0.875,0.776,0.889,2,0.6,,,,131,,,,,,30,,,,,,
"<Method>org.junit.jupiter.engine.descriptor.MethodTestDescriptor.public MethodTestDescriptor( UniqueId, Class, Method ): void","MethodTestDescriptor( UniqueId, Class, Method ): void",low,low-medium,low,low,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,3,4,2
<Method>org.junit.jupiter.engine.descriptor.MethodTestDescriptor.public execute( JupiterEngineExecutionContext ): JupiterEngineExecutionContext,execute( JupiterEngineExecutionContext ): JupiterEngineExecutionContext,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,15,1,12,0
<Method>org.junit.jupiter.engine.descriptor.MethodTestDescriptor.public final getTags( ): Set,final getTags( ): Set,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,0,4,0
<Method>org.junit.jupiter.engine.descriptor.MethodTestDescriptor.public final getTestClass( ): Class,final getTestClass( ): Class,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,1
<Method>org.junit.jupiter.engine.descriptor.MethodTestDescriptor.public final getTestMethod( ): Method,final getTestMethod( ): Method,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,1
<Method>org.junit.jupiter.engine.descriptor.MethodTestDescriptor.private invokeAfterEachCallbacks( JupiterEngineExecutionContext ): void,invokeAfterEachCallbacks( JupiterEngineExecutionContext ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,0
<Method>org.junit.jupiter.engine.descriptor.MethodTestDescriptor.private invokeAfterEachMethods( JupiterEngineExecutionContext ): void,invokeAfterEachMethods( JupiterEngineExecutionContext ): void,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,2,0
<Method>org.junit.jupiter.engine.descriptor.MethodTestDescriptor.private invokeAfterTestExecutionCallbacks( JupiterEngineExecutionContext ): void,invokeAfterTestExecutionCallbacks( JupiterEngineExecutionContext ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,1,0
"<Method>org.junit.jupiter.engine.descriptor.MethodTestDescriptor.private invokeAllAfterMethodsOrCallbacks( JupiterEngineExecutionContext, BiFunction, Class ): void","invokeAllAfterMethodsOrCallbacks( JupiterEngineExecutionContext, BiFunction, Class ): void",low,low-medium,low,low,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,9,3,5,0
<Method>org.junit.jupiter.engine.descriptor.MethodTestDescriptor.private invokeBeforeEachCallbacks( JupiterEngineExecutionContext ): void,invokeBeforeEachCallbacks( JupiterEngineExecutionContext ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,0
<Method>org.junit.jupiter.engine.descriptor.MethodTestDescriptor.private invokeBeforeEachMethods( JupiterEngineExecutionContext ): void,invokeBeforeEachMethods( JupiterEngineExecutionContext ): void,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,2,0
"<Method>org.junit.jupiter.engine.descriptor.MethodTestDescriptor.private invokeBeforeMethodsOrCallbacksUntilExceptionOccurs( JupiterEngineExecutionContext, BiFunction, Class ): void","invokeBeforeMethodsOrCallbacksUntilExceptionOccurs( JupiterEngineExecutionContext, BiFunction, Class ): void",low,low-medium,low,low,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,11,3,7,0
<Method>org.junit.jupiter.engine.descriptor.MethodTestDescriptor.private invokeBeforeTestExecutionCallbacks( JupiterEngineExecutionContext ): void,invokeBeforeTestExecutionCallbacks( JupiterEngineExecutionContext ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,1,0
"<Method>org.junit.jupiter.engine.descriptor.MethodTestDescriptor.private invokeTestExecutionExceptionHandlers( ExtensionRegistry, TestExtensionContext, Throwable ): void","invokeTestExecutionExceptionHandlers( ExtensionRegistry, TestExtensionContext, Throwable ): void",low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,2,0
"<Method>org.junit.jupiter.engine.descriptor.MethodTestDescriptor.private invokeTestExecutionExceptionHandlers( Throwable, List, TestExtensionContext ): void","invokeTestExecutionExceptionHandlers( Throwable, List, TestExtensionContext ): void",low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,8,3,5,0
<Method>org.junit.jupiter.engine.descriptor.MethodTestDescriptor.protected invokeTestMethod( JupiterEngineExecutionContext ): void,invokeTestMethod( JupiterEngineExecutionContext ): void,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,11,1,3,0
<Method>org.junit.jupiter.engine.descriptor.MethodTestDescriptor.public isContainer( ): boolean,isContainer( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
<Method>org.junit.jupiter.engine.descriptor.MethodTestDescriptor.public isTest( ): boolean,isTest( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
<Method>org.junit.jupiter.engine.descriptor.MethodTestDescriptor.public prepare( JupiterEngineExecutionContext ): JupiterEngineExecutionContext,prepare( JupiterEngineExecutionContext ): JupiterEngineExecutionContext,low,low-medium,low,low,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,13,1,7,1
<Method>org.junit.jupiter.engine.descriptor.MethodTestDescriptor.public shouldBeSkipped( JupiterEngineExecutionContext ): SkipResult,shouldBeSkipped( JupiterEngineExecutionContext ): SkipResult,low,low-medium,low,low,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,7,1,9,1
<Method>org.junit.jupiter.engine.descriptor.MethodTestDescriptor.protected static generateDefaultDisplayName( Method ): String,static generateDefaultDisplayName( Method ): String,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,4,0
<Field>org.junit.jupiter.engine.descriptor.MethodTestDescriptor->testClass,final testClass : Class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.junit.jupiter.engine.descriptor.MethodTestDescriptor->testMethod,final testMethod : Method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.junit.jupiter.engine.descriptor.MethodTestDescriptor->conditionEvaluator,static final conditionEvaluator : ConditionEvaluator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.junit.jupiter.engine.descriptor.MethodTestDescriptor->executableInvoker,static final executableInvoker : ExecutableInvoker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.junit.jupiter.engine.descriptor.NestedClassTestDescriptor,NestedClassTestDescriptor,medium-high,low-medium,low,low,7,58,3,4,0,3,20,17,0,1,3,0,1,0,0.556,1,0,1.333,,,,20,,,,,,3,,,,,,
"<Method>org.junit.jupiter.engine.descriptor.NestedClassTestDescriptor.public NestedClassTestDescriptor( UniqueId, Class ): void","NestedClassTestDescriptor( UniqueId, Class ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
<Method>org.junit.jupiter.engine.descriptor.NestedClassTestDescriptor.public final getTags( ): Set,final getTags( ): Set,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,0,3,0
"<Method>org.junit.jupiter.engine.descriptor.NestedClassTestDescriptor.protected testInstanceProvider( JupiterEngineExecutionContext, ExtensionRegistry, ExtensionContext ): TestInstanceProvider","testInstanceProvider( JupiterEngineExecutionContext, ExtensionRegistry, ExtensionContext ): TestInstanceProvider",low,low-medium,low,low,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,3,0,0
<Field>org.junit.jupiter.engine.descriptor.NestedClassTestDescriptor->executableInvoker,static final executableInvoker : ExecutableInvoker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Package>org.junit.jupiter.engine.discovery,org.junit.jupiter.engine.discovery,low,low,low,low,,,,,,37,167,,,,,,,,,,,,5,4,1,167,1,5,0.2,0.833,0.033,37,,,,,,
org.junit.jupiter.engine.discovery.DiscoverySelectorResolver,DiscoverySelectorResolver,low,low-medium,low,low,10,22,7,1,0,5,37,34,0,1,3,0,0,0,0.222,0,0,0,,,,37,,,,,,5,,,,,,
<Method>org.junit.jupiter.engine.discovery.DiscoverySelectorResolver.private createJavaElementsResolver( TestDescriptor ): JavaElementsResolver,createJavaElementsResolver( TestDescriptor ): JavaElementsResolver,low,low-medium,low,low,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,1,4,0
<Method>org.junit.jupiter.engine.discovery.DiscoverySelectorResolver.private pruneTree( TestDescriptor ): void,pruneTree( TestDescriptor ): void,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,6,1,1,0
"<Method>org.junit.jupiter.engine.discovery.DiscoverySelectorResolver.public resolveSelectors( EngineDiscoveryRequest, TestDescriptor ): void","resolveSelectors( EngineDiscoveryRequest, TestDescriptor ): void",low,low-medium,low,low,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,21,2,13,0
<Field>org.junit.jupiter.engine.discovery.DiscoverySelectorResolver->isScannableTestClass,static final isScannableTestClass : IsScannableTestClass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.junit.jupiter.engine.discovery.ElementResolver,ElementResolver,low,low,low,low,2,2,0,1,0,2,4,2,0,0,2,0,0,0,0.25,0,0,0,,,,4,,,,,,2,,,,,,
"<Method>org.junit.jupiter.engine.discovery.ElementResolver.public abstract resolveElement( AnnotatedElement, TestDescriptor ): Set","resolveElement( AnnotatedElement, TestDescriptor ): Set",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0
"<Method>org.junit.jupiter.engine.discovery.ElementResolver.public abstract resolveUniqueId( Segment, TestDescriptor ): Optional","resolveUniqueId( Segment, TestDescriptor ): Optional",low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0
org.junit.jupiter.engine.discovery.JavaElementsResolver,JavaElementsResolver,low-medium,low-medium,low-medium,low-medium,8,63,33,1,0,23,95,89,2,2,14,0,0,0.75,0.698,0,2,0,,,,95,,,,,,23,,,,,,
"<Method>org.junit.jupiter.engine.discovery.JavaElementsResolver. JavaElementsResolver( TestDescriptor, Set ): void"," JavaElementsResolver( TestDescriptor, Set ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,0,2
<Method>org.junit.jupiter.engine.discovery.JavaElementsResolver. resolveClass( Class ): void, resolveClass( Class ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,1,4,1
"<Method>org.junit.jupiter.engine.discovery.JavaElementsResolver. resolveMethod( Class, Method ): void"," resolveMethod( Class, Method ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,2,4,1
<Method>org.junit.jupiter.engine.discovery.JavaElementsResolver. resolveUniqueId( UniqueId ): void, resolveUniqueId( UniqueId ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,1,4,2
<Method>org.junit.jupiter.engine.discovery.JavaElementsResolver.private findTestDescriptorByUniqueId( UniqueId ): Optional,findTestDescriptorByUniqueId( UniqueId ): Optional,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,1
"<Method>org.junit.jupiter.engine.discovery.JavaElementsResolver.private resolve( AnnotatedElement, TestDescriptor ): Set","resolve( AnnotatedElement, TestDescriptor ): Set",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,2,6,1
<Method>org.junit.jupiter.engine.discovery.JavaElementsResolver.private resolveChildren( TestDescriptor ): void,resolveChildren( TestDescriptor ): void,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,1,3,0
"<Method>org.junit.jupiter.engine.discovery.JavaElementsResolver.private resolveContainedMethods( TestDescriptor, Class ): void","resolveContainedMethods( TestDescriptor, Class ): void",low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,2,2,0
"<Method>org.junit.jupiter.engine.discovery.JavaElementsResolver.private resolveContainedNestedClasses( TestDescriptor, Class ): void","resolveContainedNestedClasses( TestDescriptor, Class ): void",low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,2,2,1
"<Method>org.junit.jupiter.engine.discovery.JavaElementsResolver.private resolveContainerWithChildren( Class, Set ): Set","resolveContainerWithChildren( Class, Set ): Set",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,2,2,0
<Method>org.junit.jupiter.engine.discovery.JavaElementsResolver.private resolveContainerWithParents( Class ): Set,resolveContainerWithParents( Class ): Set,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6,1,6,2
"<Method>org.junit.jupiter.engine.discovery.JavaElementsResolver.private resolveForAllParents( AnnotatedElement, Set ): Set","resolveForAllParents( AnnotatedElement, Set ): Set",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,2,1,0
"<Method>org.junit.jupiter.engine.discovery.JavaElementsResolver.private resolveUniqueId( TestDescriptor, List ): boolean","resolveUniqueId( TestDescriptor, List ): boolean",low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,18,2,10,1
"<Method>org.junit.jupiter.engine.discovery.JavaElementsResolver.private tryToResolveWithResolver( AnnotatedElement, TestDescriptor, ElementResolver ): Set","tryToResolveWithResolver( AnnotatedElement, TestDescriptor, ElementResolver ): Set",low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,14,3,2,0
<Field>org.junit.jupiter.engine.discovery.JavaElementsResolver->engineDescriptor,final engineDescriptor : TestDescriptor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.junit.jupiter.engine.discovery.JavaElementsResolver->resolvers,final resolvers : Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.junit.jupiter.engine.discovery.JavaElementsResolver->LOG,static final LOG : Logger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.junit.jupiter.engine.discovery.JavaElementsResolver->isInnerClass,static final isInnerClass : IsInnerClass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.junit.jupiter.engine.discovery.MethodFinder,MethodFinder,low,low,low,low,2,40,5,1,0,1,9,7,0,1,1,0,0,0,0,0,0,0,,,,9,,,,,,1,,,,,,
"<Method>org.junit.jupiter.engine.discovery.MethodFinder. findMethod( String, Class ): Optional"," findMethod( String, Class ): Optional",low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,2,6,1
<Field>org.junit.jupiter.engine.discovery.MethodFinder->METHOD_PATTERN,static final METHOD_PATTERN : Pattern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.junit.jupiter.engine.discovery.NestedTestsResolver,NestedTestsResolver,low,low,low,low,5,39,4,1,0,6,22,18,0,2,6,0,6,1,0.6,0,1,1,,,,22,,,,,,6,,,,,,
"<Method>org.junit.jupiter.engine.discovery.NestedTestsResolver.protected getClassName( TestDescriptor, String ): String","getClassName( TestDescriptor, String ): String",low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,2,0
<Method>org.junit.jupiter.engine.discovery.NestedTestsResolver.protected getSegmentType( ): String,getSegmentType( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,1
<Method>org.junit.jupiter.engine.discovery.NestedTestsResolver.protected getSegmentValue( Class ): String,getSegmentValue( Class ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,0
<Method>org.junit.jupiter.engine.discovery.NestedTestsResolver.protected isPotentialCandidate( Class ): boolean,isPotentialCandidate( Class ): boolean,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,1
<Method>org.junit.jupiter.engine.discovery.NestedTestsResolver.protected requiredParentType( ): Class,requiredParentType( ): Class,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
"<Method>org.junit.jupiter.engine.discovery.NestedTestsResolver.protected resolveClass( Class, UniqueId ): TestDescriptor","resolveClass( Class, UniqueId ): TestDescriptor",low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,0,0
<Field>org.junit.jupiter.engine.discovery.NestedTestsResolver->SEGMENT_TYPE,static final SEGMENT_TYPE : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.junit.jupiter.engine.discovery.NestedTestsResolver->isNestedTestClass,static final isNestedTestClass : IsNestedTestClass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Package>org.junit.jupiter.engine.discovery.predicates,org.junit.jupiter.engine.discovery.predicates,low,low-medium,low-medium,low,,,,,,19,58,,,,,,,,,,,,6,6,0,58,3,6,0,0.667,0.333,19,,,,,,
org.junit.jupiter.engine.discovery.predicates.IsInnerClass,IsInnerClass,low,low,low,low,1,7,3,1,0,3,9,7,0,0,1,0,0,0,0,0,0,0,,,,9,,,,,,3,,,,,,
<Method>org.junit.jupiter.engine.discovery.predicates.IsInnerClass.public test( Class ): boolean,test( Class ): boolean,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,7,1,3,0
org.junit.jupiter.engine.discovery.predicates.IsNestedTestClass,IsNestedTestClass,low,low,low,low,2,31,2,1,0,2,8,5,0,1,1,0,0,0,0,0,0,0,,,,8,,,,,,2,,,,,,
<Method>org.junit.jupiter.engine.discovery.predicates.IsNestedTestClass.public test( Class ): boolean,test( Class ): boolean,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,2,1
<Field>org.junit.jupiter.engine.discovery.predicates.IsNestedTestClass->isInnerClass,static final isInnerClass : IsInnerClass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.junit.jupiter.engine.discovery.predicates.IsPotentialTestContainer,IsPotentialTestContainer,low,low,low,low,1,9,5,1,0,4,11,9,0,0,1,0,0,0,0,0,0,0,,,,11,,,,,,4,,,,,,
<Method>org.junit.jupiter.engine.discovery.predicates.IsPotentialTestContainer.public test( Class ): boolean,test( Class ): boolean,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,9,1,5,0
org.junit.jupiter.engine.discovery.predicates.IsScannableTestClass,IsScannableTestClass,low,low,low,low,2,5,2,1,0,2,8,5,0,1,1,0,0,0,0,0,0,0,,,,8,,,,,,2,,,,,,
<Method>org.junit.jupiter.engine.discovery.predicates.IsScannableTestClass.public test( Class ): boolean,test( Class ): boolean,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,2,1
<Field>org.junit.jupiter.engine.discovery.predicates.IsScannableTestClass->isTestClassWithTests,static final isTestClassWithTests : IsTestClassWithTests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.junit.jupiter.engine.discovery.predicates.IsTestFactoryMethod,IsTestFactoryMethod,low,low,low,low,2,31,4,1,0,4,11,9,0,0,1,0,0,0,0,0,0,0,,,,11,,,,,,4,,,,,,
<Method>org.junit.jupiter.engine.discovery.predicates.IsTestFactoryMethod.public test( Method ): boolean,test( Method ): boolean,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,9,1,4,0
org.junit.jupiter.engine.discovery.predicates.IsTestMethod,IsTestMethod,low,low,low,low,2,31,4,1,0,4,11,9,0,0,1,0,0,0,0,0,0,0,,,,11,,,,,,4,,,,,,
<Method>org.junit.jupiter.engine.discovery.predicates.IsTestMethod.public test( Method ): boolean,test( Method ): boolean,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,9,1,4,0
<Package>org.junit.jupiter.engine.execution,org.junit.jupiter.engine.execution,low,low-medium,medium-high,low,,,,,,92,404,,,,,,,,,,,,14,12,2,404,7,10,0.143,0.588,0.269,92,,,,,,
org.junit.jupiter.engine.execution.AfterEachMethodAdapter,AfterEachMethodAdapter,low,low,low,low,2,1,0,1,0,1,4,1,0,0,1,0,0,0,0,0,0,0,,,,4,,,,,,1,,,,,,
"<Method>org.junit.jupiter.engine.execution.AfterEachMethodAdapter.public abstract invokeAfterEachMethod( TestExtensionContext, ExtensionRegistry ): void","invokeAfterEachMethod( TestExtensionContext, ExtensionRegistry ): void",low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0
org.junit.jupiter.engine.execution.BeforeEachMethodAdapter,BeforeEachMethodAdapter,low,low,low,low,2,1,0,1,0,1,4,1,0,0,1,0,0,0,0,0,0,0,,,,4,,,,,,1,,,,,,
"<Method>org.junit.jupiter.engine.execution.BeforeEachMethodAdapter.public abstract invokeBeforeEachMethod( TestExtensionContext, ExtensionRegistry ): void","invokeBeforeEachMethod( TestExtensionContext, ExtensionRegistry ): void",low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0
org.junit.jupiter.engine.execution.ConditionEvaluationException,ConditionEvaluationException,medium-high,low,low,low,0,1,0,5,0,1,4,2,0,1,1,0,0,0,0,0,0,0,,,,4,,,,,,1,,,,,,
