QualifiedName,Name,Complexity,Coupling,Size,Lack of Cohesion,CBO,RFC,SRFC,DIT,NOC,WMC,LOC,CMLOC,NOF,NOSF,NOM,NOSM,NORM,LCOM,LCAM,LTCC,ATFD,SI,#(C&I),#C,#I,LOC,AC,EC,Abs,Ins,ND,WMC,MCC,NBD,LOC,#Pa,#MC,#AF
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( float, float, float ): void","static assertArrayEquals( float, float, float ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,0,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( int, int ): void","static assertArrayEquals( int, int ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( long, long ): void","static assertArrayEquals( long, long ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( short, short ): void","static assertArrayEquals( short, short ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
org.junit.jupiter.api.AssertDoesNotThrow,AssertDoesNotThrow,low,low,low,low,0,1,0,0,0,1,32,1,0,0,1,0,0,0,0,0,0,0,,,,32,,,,,,1,,,,,,
<Method>org.junit.jupiter.api.AssertDoesNotThrow.private AssertDoesNotThrow( ): void,AssertDoesNotThrow( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
org.junit.jupiter.api.AssertEquals,AssertEquals,low,low,low-medium,medium-high,0,10,0,0,0,10,82,19,0,0,1,9,0,0,0.762,0,0,0,,,,82,,,,,,10,,,,,,
<Method>org.junit.jupiter.api.AssertEquals.private AssertEquals( ): void,AssertEquals( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( byte, byte ): void","static assertEquals( byte, byte ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( char, char ): void","static assertEquals( char, char ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( double, double ): void","static assertEquals( double, double ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( double, double, double ): void","static assertEquals( double, double, double ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,0,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( float, float ): void","static assertEquals( float, float ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( float, float, float ): void","static assertEquals( float, float, float ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,0,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( int, int ): void","static assertEquals( int, int ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( long, long ): void","static assertEquals( long, long ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.AssertEquals.static assertEquals( short, short ): void","static assertEquals( short, short ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
org.junit.jupiter.api.AssertFalse,AssertFalse,low,low,low,low,0,2,0,0,0,2,17,3,0,0,1,1,0,0,0.25,0,0,0,,,,17,,,,,,2,,,,,,
<Method>org.junit.jupiter.api.AssertFalse.private AssertFalse( ): void,AssertFalse( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
<Method>org.junit.jupiter.api.AssertFalse.static assertFalse( boolean ): void,static assertFalse( boolean ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
org.junit.jupiter.api.AssertIterableEquals,AssertIterableEquals,low,low,low-medium,low,0,1,0,0,0,1,59,1,0,0,1,0,0,0,0,0,0,0,,,,59,,,,,,1,,,,,,
<Method>org.junit.jupiter.api.AssertIterableEquals.private AssertIterableEquals( ): void,AssertIterableEquals( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
org.junit.jupiter.api.AssertLinesMatch,AssertLinesMatch,low,low,low-medium,low,0,1,0,0,0,1,116,1,0,2,1,0,0,0,0,0,0,0,,,,116,,,,,,1,,,,,,
<Method>org.junit.jupiter.api.AssertLinesMatch.private AssertLinesMatch( ): void,AssertLinesMatch( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
<Field>org.junit.jupiter.api.AssertLinesMatch->MAX_LINES_IN_FAILURE_MESSAGE,static final MAX_LINES_IN_FAILURE_MESSAGE : int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.junit.jupiter.api.AssertLinesMatch->MAX_SNIPPET_LENGTH,static final MAX_SNIPPET_LENGTH : int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.junit.jupiter.api.AssertNotEquals,AssertNotEquals,low,low,low-medium,medium-high,0,10,0,0,0,10,84,19,0,0,1,9,0,0,0.762,0,0,0,,,,84,,,,,,10,,,,,,
<Method>org.junit.jupiter.api.AssertNotEquals.private AssertNotEquals( ): void,AssertNotEquals( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
"<Method>org.junit.jupiter.api.AssertNotEquals.static assertNotEquals( byte, byte ): void","static assertNotEquals( byte, byte ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.AssertNotEquals.static assertNotEquals( char, char ): void","static assertNotEquals( char, char ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.AssertNotEquals.static assertNotEquals( double, double ): void","static assertNotEquals( double, double ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.AssertNotEquals.static assertNotEquals( double, double, double ): void","static assertNotEquals( double, double, double ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,0,0
"<Method>org.junit.jupiter.api.AssertNotEquals.static assertNotEquals( float, float ): void","static assertNotEquals( float, float ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.AssertNotEquals.static assertNotEquals( float, float, float ): void","static assertNotEquals( float, float, float ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,0,0
"<Method>org.junit.jupiter.api.AssertNotEquals.static assertNotEquals( int, int ): void","static assertNotEquals( int, int ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.AssertNotEquals.static assertNotEquals( long, long ): void","static assertNotEquals( long, long ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.AssertNotEquals.static assertNotEquals( short, short ): void","static assertNotEquals( short, short ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
org.junit.jupiter.api.AssertNotNull,AssertNotNull,low,low,low,low,0,1,0,0,0,1,12,1,0,0,1,0,0,0,0,0,0,0,,,,12,,,,,,1,,,,,,
<Method>org.junit.jupiter.api.AssertNotNull.private AssertNotNull( ): void,AssertNotNull( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
org.junit.jupiter.api.AssertNotSame,AssertNotSame,low,low,low,low,0,1,0,0,0,1,12,1,0,0,1,0,0,0,0,0,0,0,,,,12,,,,,,1,,,,,,
<Method>org.junit.jupiter.api.AssertNotSame.private AssertNotSame( ): void,AssertNotSame( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
org.junit.jupiter.api.AssertNull,AssertNull,low,low,low,low,0,1,0,0,0,1,12,1,0,0,1,0,0,0,0,0,0,0,,,,12,,,,,,1,,,,,,
<Method>org.junit.jupiter.api.AssertNull.private AssertNull( ): void,AssertNull( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
org.junit.jupiter.api.AssertSame,AssertSame,low,low,low,low,0,1,0,0,0,1,12,1,0,0,1,0,0,0,0,0,0,0,,,,12,,,,,,1,,,,,,
<Method>org.junit.jupiter.api.AssertSame.private AssertSame( ): void,AssertSame( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
org.junit.jupiter.api.AssertThrows,AssertThrows,low,low,low,low,0,1,0,0,0,1,25,1,0,0,1,0,0,0,0,0,0,0,,,,25,,,,,,1,,,,,,
<Method>org.junit.jupiter.api.AssertThrows.private AssertThrows( ): void,AssertThrows( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
org.junit.jupiter.api.AssertTimeout,AssertTimeout,low,low,low-medium,low,0,1,0,0,0,1,74,1,0,0,1,0,0,0,0,0,0,0,,,,74,,,,,,1,,,,,,
<Method>org.junit.jupiter.api.AssertTimeout.private AssertTimeout( ): void,AssertTimeout( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
org.junit.jupiter.api.AssertTrue,AssertTrue,low,low,low,low,0,2,0,0,0,2,17,3,0,0,1,1,0,0,0.25,0,0,0,,,,17,,,,,,2,,,,,,
<Method>org.junit.jupiter.api.AssertTrue.private AssertTrue( ): void,AssertTrue( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
<Method>org.junit.jupiter.api.AssertTrue.static assertTrue( boolean ): void,static assertTrue( boolean ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
org.junit.jupiter.api.AssertionUtils,AssertionUtils,low,low,low-medium,low,0,8,4,0,0,12,85,19,0,0,1,7,0,0,0.417,0,0,0,,,,85,,,,,,12,,,,,,
<Method>org.junit.jupiter.api.AssertionUtils.private AssertionUtils( ): void,AssertionUtils( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
<Method>org.junit.jupiter.api.AssertionUtils.static assertValidDelta( double ): void,static assertValidDelta( double ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,1,0,0
<Method>org.junit.jupiter.api.AssertionUtils.static assertValidDelta( float ): void,static assertValidDelta( float ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,1,0,0
"<Method>org.junit.jupiter.api.AssertionUtils.static doublesAreEqual( double, double ): boolean","static doublesAreEqual( double, double ): boolean",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.AssertionUtils.static doublesAreEqual( double, double, double ): boolean","static doublesAreEqual( double, double, double ): boolean",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,2,0
<Method>org.junit.jupiter.api.AssertionUtils.static fail( ): void,static fail( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,0
"<Method>org.junit.jupiter.api.AssertionUtils.static floatsAreEqual( float, float ): boolean","static floatsAreEqual( float, float ): boolean",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.AssertionUtils.static floatsAreEqual( float, float, float ): boolean","static floatsAreEqual( float, float, float ): boolean",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,2,0
org.junit.jupiter.api.Assertions,Assertions,low-medium,low,medium-high,medium-high,0,32,0,0,0,32,704,74,0,0,1,31,0,0,0.785,0,0,0,,,,704,,,,,,32,,,,,,
<Method>org.junit.jupiter.api.Assertions.protected Assertions( ): void,Assertions( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertArrayEquals( boolean, boolean ): void","static assertArrayEquals( boolean, boolean ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertArrayEquals( byte, byte ): void","static assertArrayEquals( byte, byte ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertArrayEquals( char, char ): void","static assertArrayEquals( char, char ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertArrayEquals( double, double ): void","static assertArrayEquals( double, double ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertArrayEquals( double, double, double ): void","static assertArrayEquals( double, double, double ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertArrayEquals( float, float ): void","static assertArrayEquals( float, float ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertArrayEquals( float, float, float ): void","static assertArrayEquals( float, float, float ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertArrayEquals( int, int ): void","static assertArrayEquals( int, int ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertArrayEquals( long, long ): void","static assertArrayEquals( long, long ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertArrayEquals( short, short ): void","static assertArrayEquals( short, short ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( byte, byte ): void","static assertEquals( byte, byte ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( char, char ): void","static assertEquals( char, char ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( double, double ): void","static assertEquals( double, double ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( double, double, double ): void","static assertEquals( double, double, double ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( float, float ): void","static assertEquals( float, float ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( float, float, float ): void","static assertEquals( float, float, float ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( int, int ): void","static assertEquals( int, int ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( long, long ): void","static assertEquals( long, long ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( short, short ): void","static assertEquals( short, short ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
<Method>org.junit.jupiter.api.Assertions.public static assertFalse( boolean ): void,static assertFalse( boolean ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( byte, byte ): void","static assertNotEquals( byte, byte ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( char, char ): void","static assertNotEquals( char, char ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( double, double ): void","static assertNotEquals( double, double ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( double, double, double ): void","static assertNotEquals( double, double, double ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( float, float ): void","static assertNotEquals( float, float ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( float, float, float ): void","static assertNotEquals( float, float, float ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( int, int ): void","static assertNotEquals( int, int ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( long, long ): void","static assertNotEquals( long, long ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,0,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( short, short ): void","static assertNotEquals( short, short ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,0,0
<Method>org.junit.jupiter.api.Assertions.public static assertTrue( boolean ): void,static assertTrue( boolean ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Method>org.junit.jupiter.api.Assertions.public static fail( ): V,static fail( ): V,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
org.junit.jupiter.api.Assumptions,Assumptions,low,low,low,low,0,3,0,0,0,3,44,5,0,0,1,2,0,0,0.167,0,0,0,,,,44,,,,,,3,,,,,,
